KEYID,SECTOR,NSTR,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,XFILES,ANUL
37759228,F7000,540,7765660,3251944,,1855608,37500,9583768,4519520,,,2018
37759228,F7000,590,4518739,2558310,,1991998,84230,6426507,3041634,,,2018
37759300,F7000,200,5000,417,,,,5000,1417,,,2018
37759300,F7000,230,5000,417,,,,5000,1417,,,2018
37759300,F7000,500,932733,329526,,255245,,1187978,443709,,,2018
37759300,F7000,530,910466,326152,,255245,,1165711,425724,,,2018
37759300,F7000,540,5000,1000,,,,5000,2000,,,2018
37759300,F7000,590,17267,2374,,,,17267,15985,,,2018
37759323,F7000,200,,,,167,,167,,,,2018
37759323,F7000,220,,,,167,,167,,,,2018
37759323,F7000,300,644001,,,,,644001,,,,2018
37759323,F7000,400,48000,,,,,48000,,,,2018
37759323,F7000,500,4915642,1888723,,14600,14600,4915642,2216344,,,2018
37759323,F7000,510,1387696,235282,,14600,,1402296,292199,,,2018
37759323,F7000,520,78407,24868,,,14600,63807,25191,,,2018
37759323,F7000,530,3405630,1589743,,,,3405630,1856556,,,2018
37759323,F7000,590,43909,38830,,,,43909,42398,,,2018
37759337,F7000,300,3781712,,,,,3781712,,,,2018
37759337,F7000,400,489025,,,196154,,685179,,,,2018
37759337,F7000,500,15167512,11124640,,398338,3155202,12410648,9050988,,,2018
37759337,F7000,510,1543149,174497,,,,1543149,183088,,,2018
37759337,F7000,520,1405854,786204,,,,1405854,857101,,,2018
37759337,F7000,530,50933,34720,,,,50933,34250,,,2018
37759337,F7000,540,11867384,10129219,,398338,3138206,9127516,7976549,,,2018
37759337,F7000,590,300192,,,,16996,283196,,,,2018
37759814,F7000,500,3645322,895828,,1080386,225052,4500656,886729,,,2018
37759814,F7000,510,1661287,574921,,,,1661287,414354,,,2018
37759814,F7000,530,389035,20907,,635386,74752,949669,102776,,,2018
37759814,F7000,540,1595000,300000,,445000,150300,1889700,369599,,,2018
37759850,F7000,500,5414193,1358423,,318822,,5733015,1863286,,,2018
37759850,F7000,530,1826742,562295,,318822,,2145564,775622,,,2018
37759850,F7000,540,3587451,796128,,,,3587451,1087664,,,2018
37760160,F7000,200,32853,13659,,,,32853,13659,,,2018
37760160,F7000,220,6800,6550,,,,6800,6550,,,2018
37760160,F7000,230,24250,6500,,,,24250,6500,,,2018
37760160,F7000,400,207478,,,,,207478,,,,2018
37760160,F7000,500,3102687,1003442,,84855,,3187542,1097052,,,2018
37760160,F7000,510,2211544,370696,,,,2211544,409636,,,2018
37760160,F7000,520,27667,18859,,,,27667,18859,,,2018
37760160,F7000,530,259445,169740,,84855,,344300,187681,,,2018
37760160,F7000,540,414077,301724,,,,414077,324194,,,2018
37760160,F7000,590,189954,142423,,,,189954,156682,,,2018
37760332,F7000,400,71717,,,3800,,75517,,,,2018
37760332,F7000,500,2299441,1111729,,8273,,2307714,1334290,,,2018
37760332,F7000,510,1832614,868220,,,,1832614,959850,,,2018
37760332,F7000,530,466827,243509,,8273,,475100,374440,,,2018
37760415,F7000,200,6500,,,,6500,,,,,2018
37760415,F7000,220,6500,,,,6500,,,,,2018
37760415,F7000,400,28000,,,11022,,39022,,,,2018
37760415,F7000,500,772880,410970,,285408,63332,994956,422966,,,2018
37760415,F7000,530,149008,87380,,249689,,398697,89891,,,2018
37760415,F7000,540,600502,321085,,27552,50000,578054,328654,,,2018
37760415,F7000,550,23370,2505,,8167,13332,18205,4421,,,2018
37760438,F7000,300,52409,,,,,52409,,,,2018
37760438,F7000,400,8127,,,,,8127,,,,2018
37760438,F7000,500,1052969,906101,,,77525,975444,844879,,,2018
37760438,F7000,510,172269,74748,,,,172269,79775,,,2018
37760438,F7000,530,859900,814588,,,66725,793175,757414,,,2018
37760438,F7000,540,20800,16765,,,10800,10000,7690,,,2018
37760510,F7000,300,68842,,,,,68842,,,,2018
37760705,F7000,200,6500,4388,,,,6500,5688,,,2018
37760705,F7000,220,6500,4388,,,,6500,5688,,,2018
37760705,F7000,300,2098604,,,,2098604,,,,,2018
37760705,F7000,500,3297071,2391791,,2705699,,6002770,2630772,,,2018
37760705,F7000,510,,,,2580650,,2580650,32584,,,2018
37760705,F7000,520,1055120,431673,,,,1055120,484429,,,2018
37760705,F7000,530,146300,122123,,39167,,185467,129740,,,2018
37760705,F7000,531,36949,18285,,,,36949,25428,,,2018
37760705,F7000,540,1892979,1692979,,53745,,1946724,1817333,,,2018
37760705,F7000,590,202672,145016,,32137,,234809,166686,,,2018
37760740,F7000,200,1243,874,,280,963,560,,,,2018
37760740,F7000,300,5204578,,,5172463,4825026,5552015,,,,2018
37760740,F7000,400,311380,,,,,311380,,,,2018
37760740,F7000,500,9206451,1155422,,6646482,29971,15822962,2208071,,,2018
37760740,F7000,510,6560451,596254,,4384569,,10945020,965698,,,2018
37760740,F7000,520,76050,68900,,,,76050,71128,,,2018
37760740,F7000,530,1554514,178476,,1950608,29971,3475151,704247,,,2018
37760740,F7000,540,931554,293898,,240947,,1172501,420891,,,2018
37760740,F7000,590,83882,17894,,70358,,154240,46107,,,2018
37761064,F7000,400,107156,,,,,107156,,,,2018
37761064,F7000,500,1091585,688755,,,0,1091585,721437,0,,2018
37761064,F7000,510,538127,168164,,,,538127,195070,,,2018
37761064,F7000,520,64125,36337,,,,64125,47872,,,2018
37761064,F7000,530,489333,484254,,,,489333,478495,,,2018
37761320,F7000,200,123631,123298,,3250,66975,59906,56656,,,2018
37761320,F7000,230,86107,86107,,,64213,21894,21894,,,2018
37761320,F7000,300,1609480,,,328135,1937615,,,,,2018
37761320,F7000,500,7945360,3995950,,1937615,1045818,8837157,4388173,,,2018
37761320,F7000,530,54398,54398,,,29734,24664,24664,,,2018
37761320,F7000,540,5149079,2021098,,1609480,683284,6075275,2400935,,,2018
37761320,F7000,590,2741883,1920454,,328135,332800,2737218,1962574,,,2018
37761337,F7000,200,19159,12633,,,,19159,14862,0,,2018
37761337,F7000,210,,,,,,,,0,,2018
37761337,F7000,220,5750,2839,,,,5750,2840,,,2018
37761337,F7000,230,13409,9793,,,,13409,12022,,,2018
37761337,F7000,300,,,,1399552,,1399552,,,,2018
37761337,F7000,400,,,,60725,,60725,,,,2018
37761337,F7000,500,1203966,729348,,694731,384809,1513888,794436,0,,2018
37761337,F7000,530,209828,176870,,,,209828,195169,,,2018
37761337,F7000,540,672434,296775,,677188,384809,964813,319873,,,2018
37761337,F7000,590,321704,255703,,17543,,339247,279394,,,2018
37761337,F7000,700,1037790,282053,,,,1037790,307997,,,2018
37761484,F7000,500,177993,177993,,,,177993,177993,,,2018
37761484,F7000,530,177993,177993,,,,177993,177993,,,2018
37761521,F7000,500,3481047,961877,,431151,,3912198,1196294,0,,2018
37761521,F7000,510,27772,6480,,,,27772,8612,,,2018
37761521,F7000,520,1599564,,,,,1599564,0,,,2018
37761521,F7000,530,484852,461538,,,,484852,461538,,,2018
37761521,F7000,540,600520,222429,,,,600520,242429,,,2018
37761521,F7000,590,768339,271430,,431151,,1199490,483715,,,2018
37761828,F7000,500,116951,32128,,,,116951,32128,,,2018
37761828,F7000,520,108617,30994,,,,108617,30994,,,2018
37761828,F7000,530,8334,1134,,,,8334,1134,,,2018
37761975,F7000,200,26875,22842,,,,26875,25479,,,2018
37761975,F7000,220,26875,22842,,,,26875,25479,,,2018
37761975,F7000,300,202961,,,629541,676120,156382,,,,2018
37761975,F7000,500,14760208,8164242,,920853,422902,15258159,9290518,,,2018
37761975,F7000,510,9563998,3891445,,779461,408452,9935007,4743640,,,2018
37761975,F7000,520,365320,186709,,4927,,370247,251710,,,2018
37761975,F7000,530,3551651,2893755,,136465,14450,3673666,3067056,,,2018
37761975,F7000,531,465165,430599,,14450,14450,465165,446615,,,2018
37761975,F7000,540,1197391,1126526,,,,1197391,1160640,,,2018
37761975,F7000,590,81848,65807,,,,81848,67472,,,2018
37762791,F7000,400,112066,,,,,112066,,,,2018
37762791,F7000,500,4800778,874688,,117115,172559,4745334,1024099,,,2018
37762791,F7000,510,4283246,665607,,,,4283246,788799,,,2018
37762791,F7000,520,226413,89613,,,,226413,126092,,,2018
37762791,F7000,530,260994,100494,,108333,172559,196768,84134,,,2018
37762791,F7000,531,,,,6821,,6821,4737,,,2018
37762791,F7000,550,,,,8782,,8782,244,,,2018
37762791,F7000,590,30125,18974,,,,30125,24830,,,2018
37763595,F7000,400,1954395,,,4452072,550000,5856467,,,,2018
37763595,F7000,500,15734131,2431752,,2394453,1085541,17043043,3128629,,,2018
37763595,F7000,510,11190653,961051,,1217571,916100,11492124,1241652,,,2018
37763595,F7000,520,367105,39142,,,,367105,56350,,,2018
37763595,F7000,530,3639626,1047055,,1176882,,4816508,1532918,,,2018
37763595,F7000,531,12146,12146,,,,12146,12146,,,2018
37763595,F7000,540,286654,213423,,,169441,117213,101294,,,2018
37763595,F7000,590,250093,171081,,,,250093,196415,,,2018
37767357,F7000,200,10735,6192,,,2494,8241,5428,,,2018
37767357,F7000,220,3575,2579,,,,3575,3250,,,2018
37767357,F7000,230,4666,1244,,,,4666,2178,,,2018
37767357,F7000,500,21101,20089,,,,21101,20393,,,2018
37767357,F7000,530,21101,20089,,,,21101,20393,,,2018
37767357,F7000,531,16656,15914,,,,16656,16137,,,2018
37767854,F7000,300,2528717,,,,,2528717,,,,2018
37767854,F7000,400,88043,,,,,88043,,,,2018
37767854,F7000,500,1475834,400731,,,,1475834,424902,,,2018
37767854,F7000,510,224268,48337,,,,224268,52076,,,2018
37767854,F7000,520,1029950,253018,,,,1029950,272830,,,2018
37767854,F7000,530,39390,13921,,,,39390,14801,,,2018
37767854,F7000,531,11855,11855,,,,11855,11855,,,2018
37767854,F7000,590,182226,85455,,,,182226,85195,,,2018
37769155,F7000,200,76526,55710,,,,76526,65216,,,2018
37769155,F7000,220,47008,35882,,,,47008,38532,,,2018
37769155,F7000,230,29518,19828,,,,29518,26684,,,2018
37769155,F7000,300,43732,,,8000,,51732,,,,2018
37769155,F7000,500,11294196,6083613,,138977,,11433173,6859478,,,2018
37769155,F7000,510,4077157,2107148,,,,4077157,2241898,,,2018
37769155,F7000,520,1380831,610579,,,,1380831,736015,,,2018
37769155,F7000,530,5133240,2916925,,138977,,5272217,3377677,,,2018
37769155,F7000,531,617132,416018,,19470,,636602,509526,,,2018
37769155,F7000,540,702968,448961,,,,702968,503888,,,2018
37769286,F7000,400,6485,,,,,6485,,,,2018
37769286,F7000,500,4927522,1315925,,,14363,4913159,1688173,,,2018
37769286,F7000,510,2096712,505844,,,,2096712,580651,,,2018
37769286,F7000,530,2783337,765608,,,14363,2768974,1060049,,,2018
37769286,F7000,531,25151,14363,,,14363,10788,3596,,,2018
37769286,F7000,540,47473,44473,,,,47473,47473,,,2018
37769497,F7000,300,33818,,,,33818,,,,,2018
37769497,F7000,400,106272,,,,106272,,,,,2018
37769497,F7000,500,12210949,7608887,,,12210949,,,,,2018
37769497,F7000,510,5257963,1399381,,,5257963,,,,,2018
37769497,F7000,530,6781026,6076991,,,6781026,,,,,2018
37769497,F7000,531,155530,138292,,,155530,,,,,2018
37769497,F7000,540,171960,132515,,,171960,,,,,2018
37769988,F7000,300,86802,,,14750,,101552,,,,2018
37769988,F7000,500,6326817,3096556,,1198631,,7525448,3428362,,,2018
37769988,F7000,510,2554414,648829,,,,2554414,722527,,,2018
37769988,F7000,520,1004631,504743,,,,1004631,545176,,,2018
37769988,F7000,530,1602715,1152611,,1149040,,2751755,1293282,,,2018
37769988,F7000,540,147000,136538,,,,147000,143621,,,2018
37769988,F7000,590,1018057,653835,,49591,,1067648,723756,,,2018
